episode_number,episode_title,episode_url
336,Podemos Confiar Nas Pesquisas Eleitorais Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-336-podemos-confiar-nas-pesquisas-eleitorais-parte-1-de-2
337,Podemos Confiar Nas Pesquisas Eleitorais Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-337-podemos-confiar-nas-pesquisas-eleitorais-parte-2-de-2
338,Por Que Fofocamos,https://www.b9.com.br/shows/naruhodo/naruhodo-338-por-que-fofocamos
339,Por Que As Coisas Parecem Girar Quando Estamos Bebados,https://www.b9.com.br/shows/naruhodo/naruhodo-339-por-que-as-coisas-parecem-girar-quando-estamos-bebados
340,Como Se Constroi A Auto Estima,https://www.b9.com.br/shows/naruhodo/naruhodo-340-como-se-constroi-a-auto-estima
341,Cooperacao Entre Seres Vivos E Algo Inato,https://www.b9.com.br/shows/naruhodo/naruhodo-341-cooperacao-entre-seres-vivos-e-algo-inato
342,O Que E E De Onde Vem A Inspiracao,https://www.b9.com.br/shows/naruhodo/naruhodo-342-o-que-e-e-de-onde-vem-a-inspiracao
343,O Que E E Como Funciona Uma Relacao Estetica,https://www.b9.com.br/shows/naruhodo/naruhodo-343-o-que-e-e-como-funciona-uma-relacao-estetica
344,Pessoas Mais Conscientes Gostam Menos De Rage Against The Machine,https://www.b9.com.br/shows/naruhodo/naruhodo-344-pessoas-mais-conscientes-gostam-menos-de-rage-against-the-machine
345,Por Que As Vezes Sentimos As Dores Dos Outros,https://www.b9.com.br/shows/naruhodo/naruhodo-345-por-que-as-vezes-sentimos-as-dores-dos-outros
346,Programacao Neurolinguistica Pnl Tem Base Cientifica Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-346-programacao-neurolinguistica-pnl-tem-base-cientifica-parte-1-de-2
347,Programacao Neurolinguistica Pnl Tem Base Cientifica Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-347-programacao-neurolinguistica-pnl-tem-base-cientifica-parte-2-de-2
348,Sentir Medo E Ansiedade E Algo Ruim,https://www.b9.com.br/shows/naruhodo/naruhodo-348-sentir-medo-e-ansiedade-e-algo-ruim
349,O Que Sao Relacoes Parassociais,https://www.b9.com.br/shows/naruhodo/naruhodo-349-o-que-sao-relacoes-parassociais
350,Desafio Sera Que Anna Conseguira Ser A Feiticeira Chefe De Fields,https://www.b9.com.br/shows/naruhodo/naruhodo-350-desafio-sera-que-anna-conseguira-ser-a-feiticeira-chefe-de-fields
351,A Consciencia E Um Campo Energetico,https://www.b9.com.br/shows/naruhodo/naruhodo-351-a-consciencia-e-um-campo-energetico
352,Por Que Pedimos Desculpas Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-352-por-que-pedimos-desculpas-parte-1-de-2
353,Por Que Pedimos Desculpas Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-353-por-que-pedimos-desculpas-parte-2-de-2
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,https://www.b9.com.br/shows/naruhodo/naruhodo-354-consumir-videos-e-podcasts-em-velocidade-2x-atrapalha-o-aprendizado
355,Premio Ignobel 2022 Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-355-premio-ignobel-2022-parte-1-de-2
356,Premio Ignobel 2022 Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-356-premio-ignobel-2022-parte-2-de-2
357,Existe Possibilidade De Consenso Na Polarizacao,https://www.b9.com.br/shows/naruhodo/naruhodo-357-existe-possibilidade-de-consenso-na-polarizacao
358,Para Que Serve O Dinheiro,https://www.b9.com.br/shows/naruhodo/naruhodo-358-para-que-serve-o-dinheiro
359,Recompensas Pagas Ou Loot Boxes Em Jogos Online Sao Perigosos,https://www.b9.com.br/shows/naruhodo/naruhodo-359-recompensas-pagas-ou-loot-boxes-em-jogos-online-sao-perigosos
360,O Que E E Como Lidar Com O Bullying,https://www.b9.com.br/shows/naruhodo/naruhodo-360-o-que-e-e-como-lidar-com-o-bullying
361,O Que Acontece Quando Tomamos Um Susto,https://www.b9.com.br/shows/naruhodo/naruhodo-361-o-que-acontece-quando-tomamos-um-susto
362,Reconhecer Se No Espelho E Sinal De Consciencia De Si,https://www.b9.com.br/shows/naruhodo/naruhodo-362-reconhecer-se-no-espelho-e-sinal-de-consciencia-de-si
363,Jejum De Dopamina Funciona,https://www.b9.com.br/shows/naruhodo/naruhodo-363-jejum-de-dopamina-funciona
364,O Que E E Quais Sao Os Impactos Do Pos Covid Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-364-o-que-e-e-quais-sao-os-impactos-do-pos-covid-parte-1-de-2
365,O Que E E Quais Sao Os Impactos Do Pos Covid Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-365-o-que-e-e-quais-sao-os-impactos-do-pos-covid-parte-2-de-2
366,Por Que Temos Ideias Durante O Banho,https://www.b9.com.br/shows/naruhodo/naruhodo-366-por-que-temos-ideias-durante-o-banho
367,Estamos Ficando Mais Esquecidos Do Que Ja Fomos,https://www.b9.com.br/shows/naruhodo/naruhodo-367-estamos-ficando-mais-esquecidos-do-que-ja-fomos
368,Agua Alcalina Faz Bem Pra Saude,https://www.b9.com.br/shows/naruhodo/naruhodo-368-agua-alcalina-faz-bem-pra-saude
369,E Mais Dificil Fazer Amigos Quando Envelhecemos,https://www.b9.com.br/shows/naruhodo/naruhodo-369-e-mais-dificil-fazer-amigos-quando-envelhecemos
370,Homens Que Acham Seu Penis Pequeno Gostam Mais De Carros Esportivos,https://www.b9.com.br/shows/naruhodo/naruhodo-370-homens-que-acham-seu-penis-pequeno-gostam-mais-de-carros-esportivos
371,Qual O Impacto Do Alcoolismo Nos Dias De Hoje Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-371-qual-o-impacto-do-alcoolismo-nos-dias-de-hoje-parte-1-de-2
372,Qual O Impacto Do Alcoolismo Nos Dias De Hoje Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-372-qual-o-impacto-do-alcoolismo-nos-dias-de-hoje-parte-2-de-2
373,Como Funciona A Carreira De Cientista,https://www.b9.com.br/shows/naruhodo/naruhodo-373-como-funciona-a-carreira-de-cientista
374,Ser Uma Pessoa Bagunceira E Um Problema,https://www.b9.com.br/shows/naruhodo/naruhodo-374-ser-uma-pessoa-bagunceira-e-um-problema
375,Por Que Cutucamos O Nariz,https://www.b9.com.br/shows/naruhodo/naruhodo-375-por-que-cutucamos-o-nariz
376,Como Fazer Alguem Mudar De Ideia,https://www.b9.com.br/shows/naruhodo/naruhodo-376-como-fazer-alguem-mudar-de-ideia
377,Aprendemos Melhor Fazendo Pausas,https://www.b9.com.br/shows/naruhodo/naruhodo-377-aprendemos-melhor-fazendo-pausas
378,Por Que Avisos De Perigo Nao Sao Seguidos,https://www.b9.com.br/shows/naruhodo/naruhodo-378-por-que-avisos-de-perigo-nao-sao-seguidos
379,Como Nos Nos Tornamos Nos,https://www.b9.com.br/shows/naruhodo/naruhodo-379-como-nos-nos-tornamos-nos
380,Por Que Temos Animais Domesticos Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-380-por-que-temos-animais-domesticos-parte-1-de-2
381,Por Que Temos Animais Domesticos Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-381-por-que-temos-animais-domesticos-parte-2-de-2
382,Quem Ama O Feio Bonito Lhe Parece,https://www.b9.com.br/shows/naruhodo/naruhodo-382-quem-ama-o-feio-bonito-lhe-parece
383,Por Que Beijamos Na Boca,https://www.b9.com.br/shows/naruhodo/naruhodo-383-por-que-beijamos-na-boca
384,Por Que Tomamos Choque Quando Encostamos Em Certas Coisas,https://www.b9.com.br/shows/naruhodo/naruhodo-384-por-que-tomamos-choque-quando-encostamos-em-certas-coisas
385,O Que E O Fenomeno Da Melhora Da Morte,https://www.b9.com.br/shows/naruhodo/naruhodo-385-o-que-e-o-fenomeno-da-melhora-da-morte
386,Como E Calculada A Pontuacao Do Enem,https://www.b9.com.br/shows/naruhodo/naruhodo-386-como-e-calculada-a-pontuacao-do-enem
387,Somos Bons Ou Maus Por Natureza Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-387-somos-bons-ou-maus-por-natureza-parte-1-de-2
388,Somos Bons Ou Maus Por Natureza Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-388-somos-bons-ou-maus-por-natureza-parte-2-de-2
389,Por Que Repetir Palavras Deixa Elas Estranhas,https://www.b9.com.br/shows/naruhodo/naruhodo-389-por-que-repetir-palavras-deixa-elas-estranhas
390,Fazer Compras Para Si Mesma Melhora O Humor,https://www.b9.com.br/shows/naruhodo/naruhodo-390-fazer-compras-para-si-mesma-melhora-o-humor
391,Por Que Sentimos Inveja,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja
392,Sentimos Atracao Por Pessoas Parecidas Com A Gente,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente
393,A Psicologia Positiva Tem Validade Cientifica Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2
394,A Psicologia Positiva Tem Validade Cientifica Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2
395,O Que E Forca De Vontade,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade
396,O Que Fazer Frente Ao Aquecimento Global,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global
397,Por Que Ficamos Entediados,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados
398,Jejum Intermitente Funciona,https://www.b9.com.br/shows/naruhodo/naruhodo-398-jejum-intermitente-funciona
399,Assistir A Pornografia Vicia,https://www.b9.com.br/shows/naruhodo/naruhodo-399-assistir-a-pornografia-vicia
400,Luminar Resolvera O Enigma Que Trara Milia De Volta Antes Do Por Do Sol,https://www.b9.com.br/shows/naruhodo/naruhodo-400-luminar-resolvera-o-enigma-que-trara-milia-de-volta-antes-do-por-do-sol
401,Premio Ignobel 2023 Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-401-premio-ignobel-2023-parte-1-de-2
402,Premio Ignobel 2023 Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-402-premio-ignobel-2023-parte-2-de-2
403,Por Que Temos Fetiches Sexuais,https://www.b9.com.br/shows/naruhodo/naruhodo-403-por-que-temos-fetiches-sexuais
404,Por Que Algumas Pessoas Gostam De Terminar As Coisas E Outras Nao,https://www.b9.com.br/shows/naruhodo/naruhodo-404-por-que-algumas-pessoas-gostam-de-terminar-as-coisas-e-outras-nao
405,O Que E O Infinito,https://www.b9.com.br/shows/naruhodo/naruhodo-405-o-que-e-o-infinito
406,As Fases Do Luto Tem Validade Cientifica,https://www.b9.com.br/shows/naruhodo/naruhodo-406-as-fases-do-luto-tem-validade-cientifica
407,Existe Razao Sem Emocao,https://www.b9.com.br/shows/naruhodo/naruhodo-407-existe-razao-sem-emocao
408,Por Que Alguns Gifs Parecem Ter Som,https://www.b9.com.br/shows/naruhodo/naruhodo-408-por-que-alguns-gifs-parecem-ter-som
409,Por Que Contamos Piadas,https://www.b9.com.br/shows/naruhodo/naruhodo-409-por-que-contamos-piadas
410,Por Que Caes Correm Atras De Veiculos Com Rodas,https://www.b9.com.br/shows/naruhodo/naruhodo-410-por-que-caes-correm-atras-de-veiculos-com-rodas
411,Por Que Traimos Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-411-por-que-traimos-parte-1-de-2
412,Por Que Traimos Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-412-por-que-traimos-parte-2-de-2
413,Como Sabemos Se Uma Coisa E Causa De Outra,https://www.b9.com.br/shows/naruhodo/naruhodo-413-como-sabemos-se-uma-coisa-e-causa-de-outra
414,A Educacao Cientifica Salvara O Mundo,https://www.b9.com.br/shows/naruhodo/naruhodo-414-a-educacao-cientifica-salvara-o-mundo
415,Subir Escadas Pode Ajudar Pessoas Com Transtornos Psiquiatricos,https://www.b9.com.br/shows/naruhodo/naruhodo-415-subir-escadas-pode-ajudar-pessoas-com-transtornos-psiquiatricos
416,Saunas Melhoram A Saude,https://www.b9.com.br/shows/naruhodo/naruhodo-416-saunas-melhoram-a-saude
417,Por Que Respondemos Desastres Com Altruismo,https://www.b9.com.br/shows/naruhodo/naruhodo-417-por-que-respondemos-desastres-com-altruismo
418,O Que E A Birra,https://www.b9.com.br/shows/naruhodo/naruhodo-418-o-que-e-a-birra
419,Maconha Faz Mal Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-419-maconha-faz-mal-parte-1-de-2
420,Maconha Faz Mal Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-420-maconha-faz-mal-parte-2-de-2
421,Por Que Guardamos Segredos,https://www.b9.com.br/shows/naruhodo/naruhodo-421-por-que-guardamos-segredos
422,Criancas Acreditam Em Contos De Fadas,https://www.b9.com.br/shows/naruhodo/naruhodo-422-criancas-acreditam-em-contos-de-fadas
423,Lentes Que Filtram A Cor Azul Sao Beneficas,https://www.b9.com.br/shows/naruhodo/naruhodo-423-lentes-que-filtram-a-cor-azul-sao-beneficas
424,O Que E Competitividade Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-424-o-que-e-competitividade-parte-1-de-2
425,O Que E Competitividade Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-425-o-que-e-competitividade-parte-2-de-2
426,Seu Nome Pode Afetar A Forma Do Seu Rosto,https://www.b9.com.br/shows/naruhodo/naruhodo-426-seu-nome-pode-afetar-a-forma-do-seu-rosto
427,Premio Ignobel 2024 Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-427-premio-ignobel-2024-parte-1-de-2
428,Premio Ignobel 2024 Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-428-premio-ignobel-2024-parte-2-de-2
429,Qual O Impacto Das Bets Em Nossas Vidas,https://www.b9.com.br/shows/naruhodo/naruhodo-429-qual-o-impacto-das-bets-em-nossas-vidas
430,Por Que E Tao Dificil Deixar O Rancor De Lado,https://www.b9.com.br/shows/naruhodo/naruhodo-430-por-que-e-tao-dificil-deixar-o-rancor-de-lado
431,Empreender Se Aprende Ou E Algo Que Nasce Com A Pessoa,https://www.b9.com.br/shows/naruhodo/naruhodo-431-empreender-se-aprende-ou-e-algo-que-nasce-com-a-pessoa
432,O Uso De Cigarros Eletronicos E Um Problema De Saude Publica,https://www.b9.com.br/shows/naruhodo/naruhodo-432-o-uso-de-cigarros-eletronicos-e-um-problema-de-saude-publica
433,Existe Amizade Entre Homens E Mulheres Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-433-existe-amizade-entre-homens-e-mulheres-parte-1-de-2
434,Existe Amizade Entre Homens E Mulheres Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-434-existe-amizade-entre-homens-e-mulheres-parte-2-de-2
435,Jogar Videogame Pode Ajudar A Curar Doencas,https://www.b9.com.br/shows/naruhodo/naruhodo-435-jogar-videogame-pode-ajudar-a-curar-doencas
436,A Violencia Faz Parte Da Natureza Humana,https://www.b9.com.br/shows/naruhodo/naruhodo-436-a-violencia-faz-parte-da-natureza-humana
437,O Termo Macho Alfa Faz Sentido Parte 1 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-437-o-termo-macho-alfa-faz-sentido-parte-1-de-2
438,O Termo Macho Alfa Faz Sentido Parte 2 De 2,https://www.b9.com.br/shows/naruhodo/naruhodo-438-o-termo-macho-alfa-faz-sentido-parte-2-de-2
439,As Pessoas Tem Bateria Social,https://www.b9.com.br/shows/naruhodo/naruhodo-439-as-pessoas-tem-bateria-social
